Id;Name;PIW name;Religion;Culture;SizeModifier;Pashas;Climate;Ice?;Storm?;Galleys;Manpower;Income;Terrain;ToT-SPA;ToT-POR;HRE;Mine(1) ?;MineValue;Goods;Uprgadable;CoT Historical Modifier;Difficulty for Colonization;Native Combat Strength;Ferocity;Efficiency of Natives in combat;Negotiation Value for Trading Posts;Natives Tolerance value ;City XPos;City YPos;Army XPos;ArmyYPos;PortXPos;Port YPos;Manufactory XPos; Manufactory YPos;Port/sea Adjacency;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Area;Region;Continent;;Extra River Desc Link 1;Extra River Desc Link 2;Extra River Desc Link 3;;Fill coord X;Fill coord Y;;;;;;;;;;;;;;;;
964;Belize Bay;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;4629;3014;4629;3014;0;0;4629;3014;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;CarribeanSea;America;#N/A;0;0;0;#N/A;4611;3014;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
965;Florida Straits;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;4814;2998;4814;2998;0;0;4814;2998;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;CarribeanSea;America;#N/A;0;0;0;#N/A;4804;2938;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
966;Jamaican Sea;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;4998;3052;4998;3052;0;0;4998;3052;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;CarribeanSea;America;#N/A;0;0;0;#N/A;5043;3074;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
967;The Bahamas;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;5235;2878;5235;2878;0;0;5235;2878;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;CarribeanSea;America;#N/A;0;0;0;#N/A;5197;2831;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
968;Sea of Sargassos;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;5328;2733;5328;2733;0;0;5328;2733;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;ENACoastSea;America;#N/A;0;0;0;#N/A;5369;2620;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
969;Tortuga Island;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;5460;2948;5460;2948;0;0;5460;2948;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;CarribeanSea;America;#N/A;0;0;0;#N/A;5487;2969;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
970;Central Atlantic Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;5706;2797;5706;2797;0;0;5706;2797;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;NCAtlanticSea;America;#N/A;0;0;0;#N/A;5728;2808;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
971;Central Atlantic Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;5862;2665;5959;2593;0;0;5862;2665;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;NCAtlanticSea;America;#N/A;0;0;0;#N/A;5940;2535;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
972;Central Atlantic Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;6536;2709;6536;2709;0;0;6536;2709;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;NCAtlanticSea;America;#N/A;0;0;0;#N/A;6541;2738;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
973;Central Atlantic Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;6487;2279;6487;2279;0;0;6487;2279;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;NCAtlanticSea;America;#N/A;0;0;0;#N/A;6514;2281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
974;Central Atlantic Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;7075;2956;7075;2956;0;0;7075;2956;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;NCAtlanticSea;America;#N/A;0;0;0;#N/A;7114;2997;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
975;Central Atlantic Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;7266;2525;7266;2525;0;0;7266;2525;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;NCAtlanticSea;America;#N/A;0;0;0;#N/A;7280;2498;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
976;Sea of Azores;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;7866;2145;7866;2145;0;0;7866;2145;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;TagoSea;Europe;#N/A;823;0;0;#N/A;7901;2084;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
977;Central Atlantic Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;7979;2666;7979;2666;0;0;7979;2666;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;TagoSea;Europe;#N/A;0;0;0;#N/A;7903;2621;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
978;Central Atlantic Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;8292;2466;8292;2466;0;0;8292;2466;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;TagoSea;Europe;#N/A;0;0;0;#N/A;8322;2451;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
979;Lusitanian Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;8557;2337;8557;2337;0;0;8557;2337;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;TagoSea;Europe;#N/A;0;0;0;#N/A;8570;2331;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
980;Gulf of Cadiz;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;8605;2606;8543;2685;0;0;8605;2606;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;TagoSea;Europe;#N/A;0;0;0;#N/A;8560;2644;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
981;Central Atlantic Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;8434;2945;8434;2945;0;0;8434;2945;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;TagoSea;Africa;#N/A;0;0;0;#N/A;8432;2864;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
982;Straits of Gibraltar;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;8770;2777;8690;2810;0;0;8770;2777;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;TagoSea;Europe;#N/A;0;0;0;#N/A;8708;2779;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
983;Gulf of Almeria;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;8951;2782;8951;2782;0;0;8951;2782;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;0;0;0;#N/A;9127;2703;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
984;Gulf of Valencia;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9281;2483;9272;2525;0;0;9281;2483;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;0;0;0;#N/A;9285;2479;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
985;Gulf of Mallorca;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9362;2568;9428;2491;0;0;9362;2568;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;821;0;0;#N/A;9429;2582;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
986;Barbary Coast;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9538;2661;9538;2661;0;0;9538;2661;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;0;0;0;#N/A;9513;2647;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
987;Gulf of Lion;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9489;2363;9489;2363;0;0;9489;2363;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;0;0;0;#N/A;9471;2356;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
988;Côte d'Azur;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9622;2361;9646;2420;0;0;9622;2361;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;0;0;0;#N/A;9609;2365;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
989;Western Mediterranean;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9613;2548;9613;2548;0;0;9613;2548;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;0;0;0;#N/A;9585;2520;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
990;Cape Bon;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9819;2770;9891;2771;0;0;9819;2770;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;0;0;0;#N/A;9879;2784;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
991;Gulf of Cagliari;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9824;2536;9876;2590;0;0;9824;2536;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;397;0;0;#N/A;9868;2569;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
992;Ligurian Sea;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9823;2392;9823;2392;0;0;9823;2392;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;398;0;0;#N/A;9767;2288;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
993;Tyrrenean Sea;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9959;2450;10012;2520;0;0;9959;2450;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;0;0;0;#N/A;9934;2459;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
994;Bay of Naples;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10081;2558;10057;2597;0;0;10081;2558;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WMedSea;Europe;#N/A;0;0;0;#N/A;10075;2558;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
995;Straits of Messina;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9994;2702;9994;2702;0;0;9994;2702;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10035;2685;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
996;Malta Channel;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10150;2986;10150;2986;0;0;10150;2986;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;819;0;0;#N/A;10095;2942;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
997;Gulf of Sirte;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10397;2984;10523;2918;0;0;10397;2984;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10352;2911;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
998;Gulf of Taranto;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10282;2700;10334;2782;0;0;10282;2700;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10309;2740;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
999;Gulf of Venice;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10100;2285;10100;2285;0;0;10100;2285;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10083;2248;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1000;Adriatic Sea;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10256;2396;10256;2396;0;0;10256;2396;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10243;2395;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1001;Straits of Otranto;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10411;2533;10370;2480;0;0;10411;2533;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10415;2549;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1002;Ionian Sea;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10459;2792;10459;2792;0;0;10459;2792;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;820;0;0;#N/A;10484;2752;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1003;Gulf of Tobruk;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10689;2993;10717;3006;0;0;10689;2993;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10727;3006;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1004;Bay of Alexandria;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10984;2996;10984;2996;0;0;10984;2996;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10964;2983;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1005;Coast of Palestine;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11154;2923;11154;2923;0;0;11154;2923;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;11154;2916;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1006;Gulf of Cyprus;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11191;2707;11213;2819;0;0;11191;2707;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;484;0;0;#N/A;11179;2775;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1007;Eastern Mediterranean;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11029;2856;11029;2856;0;0;11029;2856;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10981;2851;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1008;Cretan Sea;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10636;2896;10636;2896;0;0;10636;2896;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;480;0;0;#N/A;10797;2914;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1009;The Dodecanese;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11021;2751;11021;2751;0;0;11021;2751;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;481;0;0;#N/A;11007;2716;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1010;The Cyclades;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10746;2787;10746;2787;0;0;10746;2787;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10766;2774;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1011;Aegean Sea;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10744;2583;10744;2583;0;0;10744;2583;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;479;0;0;#N/A;10696;2559;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1012;Sea of Marmara;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10931;2348;10931;2348;0;0;10931;2348;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10911;2340;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1013;Gulf of Varna;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10880;2185;10883;2223;0;0;10880;2185;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10882;2211;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1014;Gulf of Odessa;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;10928;2098;10928;2098;0;0;10928;2098;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;10949;2079;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1015;Western Black Sea;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11070;2239;11044;2221;0;0;11070;2239;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;11053;2214;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1016;Eastern Black Sea;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11266;2199;11266;2199;0;0;11266;2199;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;11265;2194;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1017;Sea of Azov;inland;0;none;0;0;0;0;0;1;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;11121;1994;11121;1994;0;0;11121;1994;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;EMedSea;Europe;#N/A;0;0;0;#N/A;11141;1983;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1018;Yang Tse Delta;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;16030;3182;16030;3182;0;0;16030;3182;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;ChinaSea;Asia;#N/A;0;0;0;#N/A;16041;3179;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1019;Amakusa Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;16251;3105;16251;3105;0;0;16251;3105;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;ChinaSea;Asia;#N/A;0;0;0;#N/A;16233;3047;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1020;Setto Inland Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;16566;3122;16566;3122;0;0;16566;3122;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;JapanSea;Asia;#N/A;0;0;0;#N/A;16562;3111;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1021;Tokai Sea;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;16808;2958;16808;2958;0;0;16808;2958;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;JapanSea;Asia;#N/A;0;0;0;#N/A;16799;2949;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1022;Iwo Jima Sea;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;16871;3326;16871;3326;0;0;16871;3326;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;JapanSea;Asia;#N/A;0;0;0;#N/A;16858;3324;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1023;Northwestern Pacific Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;17498;3223;17498;3223;0;0;17498;3223;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WPacificSea;Asia;#N/A;0;0;0;#N/A;17489;3223;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1024;Northwestern Pacific Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18039;2994;18039;2994;0;0;18039;2994;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WPacificSea;Asia;#N/A;0;0;0;#N/A;18068;2949;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1025;Northwestern Pacific Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18171;2336;18171;2336;0;0;18171;2336;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WPacificSea;Asia;#N/A;0;0;0;#N/A;18250;2363;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1026;Northwestern Pacific Ocean;inland;0;none;0;0;0;0;0;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18586;2967;18586;2967;0;0;18586;2967;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WPacificSea;Oceania;#N/A;0;0;0;#N/A;18592;2981;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1027;Northwestern Pacific Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;18669;2099;18669;2099;0;0;18669;2099;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;NWPacificSea;Asia;#N/A;0;0;0;#N/A;18666;2093;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1028;Northwestern Pacific Ocean;inland;0;none;0;0;0;0;1;0;0;0;5;0;0;0;0;0;nothing;0;-3;0;0;0;0;0;0;9472;3765;237;3816;0;0;9472;3765;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sea;WPacificSea;Oceania;#N/A;0;0;0;#N/A;232;3651;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
